id;name;height;weight;hp;attack;defense;s_attack;s_defense;speed;type;evo_set;info;text_basic;height_text;weight_text;hp_text;attack_text;defense_text;s_attack_text;s_defense_text;speed_text;full_text
289;slaking;20;1305;150;160;100;95;65;100;{normal};143;SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKÈMON reluctantly moves to another spot.;slaking: SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKÈMON reluctantly moves to another spot.;Slaking is 20 decimeters tall.;Slaking weighs 1305 hectograms.;Slaking has 150 HP.;Slaking has 160 attack points.;Slaking has 100 defense points.;Slaking has 95 special attack.;Slaking has 65 special defense.;Slaking has 100 speed.;slaking: SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKÈMON reluctantly moves to another spot. slaking is 20 decimeters tall. slaking weighs 1305 hectograms. slaking has 150 HP. slaking has 160 attack points. slaking has 100 defense points. slaking has 95 special attack. slaking has 65 special defense. slaking has 100 speed.
290;nincada;5;55;31;45;90;30;30;40;{bug,ground};144;NINCADA lives underground for many years in complete darkness. This POKÈMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.;nincada: NINCADA lives underground for many years in complete darkness. This POKÈMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.;Nincada is 5 decimeters tall.;Nincada weighs 55 hectograms.;Nincada has 31 HP.;Nincada has 45 attack points.;Nincada has 90 defense points.;Nincada has 30 special attack.;Nincada has 30 special defense.;Nincada has 40 speed.;nincada: NINCADA lives underground for many years in complete darkness. This POKÈMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution. nincada is 5 decimeters tall. nincada weighs 55 hectograms. nincada has 31 HP. nincada has 45 attack points. nincada has 90 defense points. nincada has 30 special attack. nincada has 30 special defense. nincada has 40 speed.
291;ninjask;8;120;61;90;45;50;50;160;{bug,flying};144;NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKÈMON was long believed to be invisible.;ninjask: NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKÈMON was long believed to be invisible.;Ninjask is 8 decimeters tall.;Ninjask weighs 120 hectograms.;Ninjask has 61 HP.;Ninjask has 90 attack points.;Ninjask has 45 defense points.;Ninjask has 50 special attack.;Ninjask has 50 special defense.;Ninjask has 160 speed.;ninjask: NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKÈMON was long believed to be invisible. ninjask is 8 decimeters tall. ninjask weighs 120 hectograms. ninjask has 61 HP. ninjask has 90 attack points. ninjask has 45 defense points. ninjask has 50 special attack. ninjask has 50 special defense. ninjask has 160 speed.
292;shedinja;8;12;1;90;45;30;30;40;{bug,ghost};144;SHEDINJAís hard body doesnít move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKÈMON will steal the spirit of anyone peering into its hollow body from its back.;shedinja: SHEDINJAís hard body doesnít move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKÈMON will steal the spirit of anyone peering into its hollow body from its back.;Shedinja is 8 decimeters tall.;Shedinja weighs 12 hectograms.;Shedinja has 1 HP.;Shedinja has 90 attack points.;Shedinja has 45 defense points.;Shedinja has 30 special attack.;Shedinja has 30 special defense.;Shedinja has 40 speed.;shedinja: SHEDINJAís hard body doesnít move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKÈMON will steal the spirit of anyone peering into its hollow body from its back. shedinja is 8 decimeters tall. shedinja weighs 12 hectograms. shedinja has 1 HP. shedinja has 90 attack points. shedinja has 45 defense points. shedinja has 30 special attack. shedinja has 30 special defense. shedinja has 40 speed.
293;whismur;6;163;64;51;23;51;23;28;{normal};145;Normally, WHISMURís voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKÈMON senses danger, it starts crying at an earsplitting volume.;whismur: Normally, WHISMURís voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKÈMON senses danger, it starts crying at an earsplitting volume.;Whismur is 6 decimeters tall.;Whismur weighs 163 hectograms.;Whismur has 64 HP.;Whismur has 51 attack points.;Whismur has 23 defense points.;Whismur has 51 special attack.;Whismur has 23 special defense.;Whismur has 28 speed.;whismur: Normally, WHISMURís voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKÈMON senses danger, it starts crying at an earsplitting volume. whismur is 6 decimeters tall. whismur weighs 163 hectograms. whismur has 64 HP. whismur has 51 attack points. whismur has 23 defense points. whismur has 51 special attack. whismur has 23 special defense. whismur has 28 speed.
294;loudred;10;405;84;71;43;71;43;48;{normal};145;LOUDREDís bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKÈMONís round ears serve as loudspeakers.;loudred: LOUDREDís bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKÈMONís round ears serve as loudspeakers.;Loudred is 10 decimeters tall.;Loudred weighs 405 hectograms.;Loudred has 84 HP.;Loudred has 71 attack points.;Loudred has 43 defense points.;Loudred has 71 special attack.;Loudred has 43 special defense.;Loudred has 48 speed.;loudred: LOUDREDís bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKÈMONís round ears serve as loudspeakers. loudred is 10 decimeters tall. loudred weighs 405 hectograms. loudred has 84 HP. loudred has 71 attack points. loudred has 43 defense points. loudred has 71 special attack. loudred has 43 special defense. loudred has 48 speed.
295;exploud;15;840;104;91;63;91;73;68;{normal};145;EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKÈMON violently inhales from the ports on its body, itís a sign that it is preparing to let loose a huge bellow.;exploud: EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKÈMON violently inhales from the ports on its body, itís a sign that it is preparing to let loose a huge bellow.;Exploud is 15 decimeters tall.;Exploud weighs 840 hectograms.;Exploud has 104 HP.;Exploud has 91 attack points.;Exploud has 63 defense points.;Exploud has 91 special attack.;Exploud has 73 special defense.;Exploud has 68 speed.;exploud: EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKÈMON violently inhales from the ports on its body, itís a sign that it is preparing to let loose a huge bellow. exploud is 15 decimeters tall. exploud weighs 840 hectograms. exploud has 104 HP. exploud has 91 attack points. exploud has 63 defense points. exploud has 91 special attack. exploud has 73 special defense. exploud has 68 speed.
296;makuhita;10;864;72;60;30;20;30;25;{fighting};146;MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKÈMON stores more energy in its body for evolving.;makuhita: MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKÈMON stores more energy in its body for evolving.;Makuhita is 10 decimeters tall.;Makuhita weighs 864 hectograms.;Makuhita has 72 HP.;Makuhita has 60 attack points.;Makuhita has 30 defense points.;Makuhita has 20 special attack.;Makuhita has 30 special defense.;Makuhita has 25 speed.;makuhita: MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKÈMON stores more energy in its body for evolving. makuhita is 10 decimeters tall. makuhita weighs 864 hectograms. makuhita has 72 HP. makuhita has 60 attack points. makuhita has 30 defense points. makuhita has 20 special attack. makuhita has 30 special defense. makuhita has 25 speed.
297;hariyama;23;2538;144;120;60;40;60;50;{fighting};146;It has the habit of challenging others without hesitation to tests of strength. Itís been known to stand on train tracks and stop trains using forearm thrusts.;hariyama: It has the habit of challenging others without hesitation to tests of strength. Itís been known to stand on train tracks and stop trains using forearm thrusts.;Hariyama is 23 decimeters tall.;Hariyama weighs 2538 hectograms.;Hariyama has 144 HP.;Hariyama has 120 attack points.;Hariyama has 60 defense points.;Hariyama has 40 special attack.;Hariyama has 60 special defense.;Hariyama has 50 speed.;hariyama: It has the habit of challenging others without hesitation to tests of strength. Itís been known to stand on train tracks and stop trains using forearm thrusts. hariyama is 23 decimeters tall. hariyama weighs 2538 hectograms. hariyama has 144 HP. hariyama has 120 attack points. hariyama has 60 defense points. hariyama has 40 special attack. hariyama has 60 special defense. hariyama has 50 speed.
298;azurill;2;20;50;20;40;20;40;20;{normal,fairy};90;A PokÈmon that lives by water. It moves quickly on land by bouncing on its big tail.;azurill: A PokÈmon that lives by water. It moves quickly on land by bouncing on its big tail.;Azurill is 2 decimeters tall.;Azurill weighs 20 hectograms.;Azurill has 50 HP.;Azurill has 20 attack points.;Azurill has 40 defense points.;Azurill has 20 special attack.;Azurill has 40 special defense.;Azurill has 20 speed.;azurill: A PokÈmon that lives by water. It moves quickly on land by bouncing on its big tail. azurill is 2 decimeters tall. azurill weighs 20 hectograms. azurill has 50 HP. azurill has 20 attack points. azurill has 40 defense points. azurill has 20 special attack. azurill has 40 special defense. azurill has 20 speed.
299;nosepass;10;970;30;45;135;45;90;30;{rock};147;NOSEPASSís magnetic nose is always pointed to the north. If two of these POKÈMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.;nosepass: NOSEPASSís magnetic nose is always pointed to the north. If two of these POKÈMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.;Nosepass is 10 decimeters tall.;Nosepass weighs 970 hectograms.;Nosepass has 30 HP.;Nosepass has 45 attack points.;Nosepass has 135 defense points.;Nosepass has 45 special attack.;Nosepass has 90 special defense.;Nosepass has 30 speed.;nosepass: NOSEPASSís magnetic nose is always pointed to the north. If two of these POKÈMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another. nosepass is 10 decimeters tall. nosepass weighs 970 hectograms. nosepass has 30 HP. nosepass has 45 attack points. nosepass has 135 defense points. nosepass has 45 special attack. nosepass has 90 special defense. nosepass has 30 speed.
300;skitty;6;110;50;45;45;35;35;50;{normal};148;SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKÈMON is known to chase after its own tail and become dizzy.;skitty: SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKÈMON is known to chase after its own tail and become dizzy.;Skitty is 6 decimeters tall.;Skitty weighs 110 hectograms.;Skitty has 50 HP.;Skitty has 45 attack points.;Skitty has 45 defense points.;Skitty has 35 special attack.;Skitty has 35 special defense.;Skitty has 50 speed.;skitty: SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKÈMON is known to chase after its own tail and become dizzy. skitty is 6 decimeters tall. skitty weighs 110 hectograms. skitty has 50 HP. skitty has 45 attack points. skitty has 45 defense points. skitty has 35 special attack. skitty has 35 special defense. skitty has 50 speed.
301;delcatty;11;326;70;65;65;55;55;90;{normal};148;DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKÈMON eats and sleeps whenever it decides, its daily routines are completely random.;delcatty: DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKÈMON eats and sleeps whenever it decides, its daily routines are completely random.;Delcatty is 11 decimeters tall.;Delcatty weighs 326 hectograms.;Delcatty has 70 HP.;Delcatty has 65 attack points.;Delcatty has 65 defense points.;Delcatty has 55 special attack.;Delcatty has 55 special defense.;Delcatty has 90 speed.;delcatty: DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKÈMON eats and sleeps whenever it decides, its daily routines are completely random. delcatty is 11 decimeters tall. delcatty weighs 326 hectograms. delcatty has 70 HP. delcatty has 65 attack points. delcatty has 65 defense points. delcatty has 55 special attack. delcatty has 55 special defense. delcatty has 90 speed.
302;sableye;5;110;50;75;75;65;65;50;{dark,ghost};149;SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKÈMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.;sableye: SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKÈMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.;Sableye is 5 decimeters tall.;Sableye weighs 110 hectograms.;Sableye has 50 HP.;Sableye has 75 attack points.;Sableye has 75 defense points.;Sableye has 65 special attack.;Sableye has 65 special defense.;Sableye has 50 speed.;sableye: SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKÈMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness. sableye is 5 decimeters tall. sableye weighs 110 hectograms. sableye has 50 HP. sableye has 75 attack points. sableye has 75 defense points. sableye has 65 special attack. sableye has 65 special defense. sableye has 50 speed.
303;mawile;6;115;50;85;85;55;55;50;{steel,fairy};150;MAWHILEís huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWHILE chomps it with its gaping jaws.;mawile: MAWHILEís huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWHILE chomps it with its gaping jaws.;Mawile is 6 decimeters tall.;Mawile weighs 115 hectograms.;Mawile has 50 HP.;Mawile has 85 attack points.;Mawile has 85 defense points.;Mawile has 55 special attack.;Mawile has 55 special defense.;Mawile has 50 speed.;mawile: MAWHILEís huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWHILE chomps it with its gaping jaws. mawile is 6 decimeters tall. mawile weighs 115 hectograms. mawile has 50 HP. mawile has 85 attack points. mawile has 85 defense points. mawile has 55 special attack. mawile has 55 special defense. mawile has 50 speed.
304;aron;4;600;50;70;100;40;40;30;{steel,rock};151;This POKÈMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails.;aron: This POKÈMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails.;Aron is 4 decimeters tall.;Aron weighs 600 hectograms.;Aron has 50 HP.;Aron has 70 attack points.;Aron has 100 defense points.;Aron has 40 special attack.;Aron has 40 special defense.;Aron has 30 speed.;aron: This POKÈMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails. aron is 4 decimeters tall. aron weighs 600 hectograms. aron has 50 HP. aron has 70 attack points. aron has 100 defense points. aron has 40 special attack. aron has 40 special defense. aron has 30 speed.
305;lairon;9;1200;60;90;140;50;50;40;{steel,rock};151;LAIRON tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This POKÈMON makes its nest close to springs of delicious water.;lairon: LAIRON tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This POKÈMON makes its nest close to springs of delicious water.;Lairon is 9 decimeters tall.;Lairon weighs 1200 hectograms.;Lairon has 60 HP.;Lairon has 90 attack points.;Lairon has 140 defense points.;Lairon has 50 special attack.;Lairon has 50 special defense.;Lairon has 40 speed.;lairon: LAIRON tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This POKÈMON makes its nest close to springs of delicious water. lairon is 9 decimeters tall. lairon weighs 1200 hectograms. lairon has 60 HP. lairon has 90 attack points. lairon has 140 defense points. lairon has 50 special attack. lairon has 50 special defense. lairon has 40 speed.
306;aggron;21;3600;70;110;180;60;60;50;{steel,rock};151;AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKÈMON vigilantly patrols its territory at all times.;aggron: AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKÈMON vigilantly patrols its territory at all times.;Aggron is 21 decimeters tall.;Aggron weighs 3600 hectograms.;Aggron has 70 HP.;Aggron has 110 attack points.;Aggron has 180 defense points.;Aggron has 60 special attack.;Aggron has 60 special defense.;Aggron has 50 speed.;aggron: AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKÈMON vigilantly patrols its territory at all times. aggron is 21 decimeters tall. aggron weighs 3600 hectograms. aggron has 70 HP. aggron has 110 attack points. aggron has 180 defense points. aggron has 60 special attack. aggron has 60 special defense. aggron has 50 speed.
307;meditite;6;112;30;40;55;40;55;60;{fighting,psychic};152;MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKÈMON always loses its concentration and focus. As a result, its training never ends.;meditite: MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKÈMON always loses its concentration and focus. As a result, its training never ends.;Meditite is 6 decimeters tall.;Meditite weighs 112 hectograms.;Meditite has 30 HP.;Meditite has 40 attack points.;Meditite has 55 defense points.;Meditite has 40 special attack.;Meditite has 55 special defense.;Meditite has 60 speed.;meditite: MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKÈMON always loses its concentration and focus. As a result, its training never ends. meditite is 6 decimeters tall. meditite weighs 112 hectograms. meditite has 30 HP. meditite has 40 attack points. meditite has 55 defense points. meditite has 40 special attack. meditite has 55 special defense. meditite has 60 speed.
308;medicham;13;315;60;60;75;60;75;80;{fighting,psychic};152;It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKÈMON hides its presence by merging itself with fields and mountains.;medicham: It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKÈMON hides its presence by merging itself with fields and mountains.;Medicham is 13 decimeters tall.;Medicham weighs 315 hectograms.;Medicham has 60 HP.;Medicham has 60 attack points.;Medicham has 75 defense points.;Medicham has 60 special attack.;Medicham has 75 special defense.;Medicham has 80 speed.;medicham: It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKÈMON hides its presence by merging itself with fields and mountains. medicham is 13 decimeters tall. medicham weighs 315 hectograms. medicham has 60 HP. medicham has 60 attack points. medicham has 75 defense points. medicham has 60 special attack. medicham has 75 special defense. medicham has 80 speed.
309;electrike;6;152;40;45;40;65;40;65;{electric};153;ELECTRIKE stores electricity in its long body hair. This POKÈMON stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.;electrike: ELECTRIKE stores electricity in its long body hair. This POKÈMON stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.;Electrike is 6 decimeters tall.;Electrike weighs 152 hectograms.;Electrike has 40 HP.;Electrike has 45 attack points.;Electrike has 40 defense points.;Electrike has 65 special attack.;Electrike has 40 special defense.;Electrike has 65 speed.;electrike: ELECTRIKE stores electricity in its long body hair. This POKÈMON stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance. electrike is 6 decimeters tall. electrike weighs 152 hectograms. electrike has 40 HP. electrike has 45 attack points. electrike has 40 defense points. electrike has 65 special attack. electrike has 40 special defense. electrike has 65 speed.
310;manectric;15;402;70;75;60;105;60;105;{electric};153;MANECTRIC is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this POKÈMON creates thunderclouds.;manectric: MANECTRIC is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this POKÈMON creates thunderclouds.;Manectric is 15 decimeters tall.;Manectric weighs 402 hectograms.;Manectric has 70 HP.;Manectric has 75 attack points.;Manectric has 60 defense points.;Manectric has 105 special attack.;Manectric has 60 special defense.;Manectric has 105 speed.;manectric: MANECTRIC is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this POKÈMON creates thunderclouds. manectric is 15 decimeters tall. manectric weighs 402 hectograms. manectric has 70 HP. manectric has 75 attack points. manectric has 60 defense points. manectric has 105 special attack. manectric has 60 special defense. manectric has 105 speed.
311;plusle;4;42;60;50;40;85;75;95;{electric};154;PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKÈMON shorts out its body to create the crackling noises of sparks to show its joy.;plusle: PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKÈMON shorts out its body to create the crackling noises of sparks to show its joy.;Plusle is 4 decimeters tall.;Plusle weighs 42 hectograms.;Plusle has 60 HP.;Plusle has 50 attack points.;Plusle has 40 defense points.;Plusle has 85 special attack.;Plusle has 75 special defense.;Plusle has 95 speed.;plusle: PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKÈMON shorts out its body to create the crackling noises of sparks to show its joy. plusle is 4 decimeters tall. plusle weighs 42 hectograms. plusle has 60 HP. plusle has 50 attack points. plusle has 40 defense points. plusle has 85 special attack. plusle has 75 special defense. plusle has 95 speed.
312;minun;4;42;60;40;50;75;85;95;{electric};155;MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.;minun: MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.;Minun is 4 decimeters tall.;Minun weighs 42 hectograms.;Minun has 60 HP.;Minun has 40 attack points.;Minun has 50 defense points.;Minun has 75 special attack.;Minun has 85 special defense.;Minun has 95 speed.;minun: MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates. minun is 4 decimeters tall. minun weighs 42 hectograms. minun has 60 HP. minun has 40 attack points. minun has 50 defense points. minun has 75 special attack. minun has 85 special defense. minun has 95 speed.
313;volbeat;7;177;65;73;75;47;85;85;{bug};156;With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKÈMON is attracted by the sweet aroma of ILLUMISE.;volbeat: With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKÈMON is attracted by the sweet aroma of ILLUMISE.;Volbeat is 7 decimeters tall.;Volbeat weighs 177 hectograms.;Volbeat has 65 HP.;Volbeat has 73 attack points.;Volbeat has 75 defense points.;Volbeat has 47 special attack.;Volbeat has 85 special defense.;Volbeat has 85 speed.;volbeat: With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKÈMON is attracted by the sweet aroma of ILLUMISE. volbeat is 7 decimeters tall. volbeat weighs 177 hectograms. volbeat has 65 HP. volbeat has 73 attack points. volbeat has 75 defense points. volbeat has 47 special attack. volbeat has 85 special defense. volbeat has 85 speed.
314;illumise;6;177;65;47;75;73;85;85;{bug};157;With its sweet aroma, it guides Volbeat to draw signs with light in the night sky.;illumise: With its sweet aroma, it guides Volbeat to draw signs with light in the night sky.;Illumise is 6 decimeters tall.;Illumise weighs 177 hectograms.;Illumise has 65 HP.;Illumise has 47 attack points.;Illumise has 75 defense points.;Illumise has 73 special attack.;Illumise has 85 special defense.;Illumise has 85 speed.;illumise: With its sweet aroma, it guides Volbeat to draw signs with light in the night sky. illumise is 6 decimeters tall. illumise weighs 177 hectograms. illumise has 65 HP. illumise has 47 attack points. illumise has 75 defense points. illumise has 73 special attack. illumise has 85 special defense. illumise has 85 speed.
315;roselia;3;20;50;60;45;100;80;65;{grass,poison};158;ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKÈMON brings serenity to living things.;roselia: ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKÈMON brings serenity to living things.;Roselia is 3 decimeters tall.;Roselia weighs 20 hectograms.;Roselia has 50 HP.;Roselia has 60 attack points.;Roselia has 45 defense points.;Roselia has 100 special attack.;Roselia has 80 special defense.;Roselia has 65 speed.;roselia: ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKÈMON brings serenity to living things. roselia is 3 decimeters tall. roselia weighs 20 hectograms. roselia has 50 HP. roselia has 60 attack points. roselia has 45 defense points. roselia has 100 special attack. roselia has 80 special defense. roselia has 65 speed.
316;gulpin;4;103;70;43;53;43;53;40;{poison};159;Virtually all of GULPINís body is its stomach. As a result, it can swallow something its own size. This POKÈMONís stomach contains a special fluid that digests anything.;gulpin: Virtually all of GULPINís body is its stomach. As a result, it can swallow something its own size. This POKÈMONís stomach contains a special fluid that digests anything.;Gulpin is 4 decimeters tall.;Gulpin weighs 103 hectograms.;Gulpin has 70 HP.;Gulpin has 43 attack points.;Gulpin has 53 defense points.;Gulpin has 43 special attack.;Gulpin has 53 special defense.;Gulpin has 40 speed.;gulpin: Virtually all of GULPINís body is its stomach. As a result, it can swallow something its own size. This POKÈMONís stomach contains a special fluid that digests anything. gulpin is 4 decimeters tall. gulpin weighs 103 hectograms. gulpin has 70 HP. gulpin has 43 attack points. gulpin has 53 defense points. gulpin has 43 special attack. gulpin has 53 special defense. gulpin has 40 speed.
317;swalot;17;800;100;73;83;73;83;55;{poison};159;When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this POKÈMON gulps it down whole with its cavernous mouth.;swalot: When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this POKÈMON gulps it down whole with its cavernous mouth.;Swalot is 17 decimeters tall.;Swalot weighs 800 hectograms.;Swalot has 100 HP.;Swalot has 73 attack points.;Swalot has 83 defense points.;Swalot has 73 special attack.;Swalot has 83 special defense.;Swalot has 55 speed.;swalot: When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this POKÈMON gulps it down whole with its cavernous mouth. swalot is 17 decimeters tall. swalot weighs 800 hectograms. swalot has 100 HP. swalot has 73 attack points. swalot has 83 defense points. swalot has 73 special attack. swalot has 83 special defense. swalot has 55 speed.
318;carvanha;8;208;45;90;20;65;20;65;{water,dark};160;CARVANHAís strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKÈMON.;carvanha: CARVANHAís strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKÈMON.;Carvanha is 8 decimeters tall.;Carvanha weighs 208 hectograms.;Carvanha has 45 HP.;Carvanha has 90 attack points.;Carvanha has 20 defense points.;Carvanha has 65 special attack.;Carvanha has 20 special defense.;Carvanha has 65 speed.;carvanha: CARVANHAís strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKÈMON. carvanha is 8 decimeters tall. carvanha weighs 208 hectograms. carvanha has 45 HP. carvanha has 90 attack points. carvanha has 20 defense points. carvanha has 65 special attack. carvanha has 20 special defense. carvanha has 65 speed.
319;sharpedo;18;888;70;120;40;95;40;95;{water,dark};160;Nicknamed ìthe bully of the sea,î SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKÈMON can thoroughly tear apart a supertanker.;sharpedo: Nicknamed ìthe bully of the sea,î SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKÈMON can thoroughly tear apart a supertanker.;Sharpedo is 18 decimeters tall.;Sharpedo weighs 888 hectograms.;Sharpedo has 70 HP.;Sharpedo has 120 attack points.;Sharpedo has 40 defense points.;Sharpedo has 95 special attack.;Sharpedo has 40 special defense.;Sharpedo has 95 speed.;sharpedo: Nicknamed ìthe bully of the sea,î SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKÈMON can thoroughly tear apart a supertanker. sharpedo is 18 decimeters tall. sharpedo weighs 888 hectograms. sharpedo has 70 HP. sharpedo has 120 attack points. sharpedo has 40 defense points. sharpedo has 95 special attack. sharpedo has 40 special defense. sharpedo has 95 speed.
320;wailmer;20;1300;130;70;35;70;35;60;{water};161;WAILMERís nostrils are located above its eyes. This playful POKÈMON loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.;wailmer: WAILMERís nostrils are located above its eyes. This playful POKÈMON loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.;Wailmer is 20 decimeters tall.;Wailmer weighs 1300 hectograms.;Wailmer has 130 HP.;Wailmer has 70 attack points.;Wailmer has 35 defense points.;Wailmer has 70 special attack.;Wailmer has 35 special defense.;Wailmer has 60 speed.;wailmer: WAILMERís nostrils are located above its eyes. This playful POKÈMON loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils. wailmer is 20 decimeters tall. wailmer weighs 1300 hectograms. wailmer has 130 HP. wailmer has 70 attack points. wailmer has 35 defense points. wailmer has 70 special attack. wailmer has 35 special defense. wailmer has 60 speed.
